,Name,School,L10_High_AA,L10_Ave_AA,Freshman,NCAA_High_AA,NCAA_Ave_AA,AA_nqs,AA_delta
23,Emma Loyim,Boise State,38.3,30.064062500000006,2022,0.0,0.0,0.0,-30.064
24,Lindsay Ockler,S.E. Missouri,38.3,26.68571428571429,2022,0.0,0.0,0.0,-26.686
25,Sidney Washington,Pittsburgh,38.375,29.608333333333334,2022,39.475,38.814,38.935,9.206
26,Kaitlyn Grimes,Ohio State,38.825,25.690972222222218,2022,0.0,0.0,0.0,-25.691
27,Alyssa Vulaj,Boise State,38.725,30.930999999999997,2022,0.0,0.0,0.0,-30.931
28,Natalie Briones,Oregon State,38.85,27.115131578947377,2022,0.0,0.0,0.0,-27.115
29,Julia Knower,North Carolina,38.3,29.679411764705883,2022,39.4,39.035,39.24,9.356
30,Mya Lauzon,California,38.875,30.260937499999997,2022,39.075,39.025,0.0,8.764
31,Anna Leigh,West Virginia,38.55,28.48525641025641,2022,0.0,0.0,0.0,-28.485
32,Kalyxta Gamiao,Arkansas,38.9,29.208035714285714,2022,0.0,0.0,0.0,-29.208
33,Madison Greene,S.E. Missouri,38.2,29.25530303030303,2022,0.0,0.0,0.0,-29.255
34,Jenna Hlavach,Ohio State,38.425,26.625961538461542,2022,0.0,0.0,0.0,-26.626
35,Jessica Johanson,Penn State,38.675,27.788571428571434,2022,0.0,0.0,0.0,-27.789
36,Isabel Song,Pennsylvania,38.625,27.266379310344828,2022,0.0,0.0,0.0,-27.266
37,Trinity Brown,Utah State,38.0,29.124193548387098,2022,0.0,0.0,0.0,-29.124
38,Haley Tyson,Minnesota,39.075,30.3075,2022,0.0,0.0,0.0,-30.308
39,Ashley Blum,Washington,38.375,24.05705128205128,2022,0.0,0.0,0.0,-24.057
40,Sara Hubbard,Auburn,38.1,24.908653846153847,2022,0.0,0.0,0.0,-24.909
41,Ruthuja Nataraj,Illinois,38.1,30.776785714285715,2022,0.0,0.0,0.0,-30.777
42,Abby Singh,Western Michigan,37.9,30.91666666666666,2022,0.0,0.0,0.0,-30.917
43,Sierra Muns,Texas Woman's,37.9,28.048529411764708,2022,38.075,38.075,0.0,10.026
44,Josephine Kogler,Maryland,38.4,28.640625000000004,2022,0.0,0.0,0.0,-28.641
45,Victoria Gatzendorfer,Missouri,38.3,31.116666666666664,2022,0.0,0.0,0.0,-31.117
46,Rachel Wilke,Iowa State,38.475,30.65434782608696,2022,0.0,0.0,0.0,-30.654
47,Emmalise Nock,Northern Illinois,38.0,28.485714285714284,2022,0.0,0.0,0.0,-28.486
48,Sarah Stallings,Temple,38.475,29.35869565217391,2022,0.0,0.0,0.0,-29.359
49,Josie Bergstrom,Iowa State,38.1,28.191129032258065,2022,0.0,0.0,0.0,-28.191
50,Makenzie Sedlacek,Arkansas,38.425,26.96583333333334,2022,0.0,0.0,0.0,-26.966
51,Mya Robinson,Illinois State,37.95,28.72371794871795,2022,0.0,0.0,0.0,-28.724
52,Marigold Garrett,Pennsylvania,38.375,28.482954545454543,2022,0.0,0.0,0.0,-28.483
53,Alana Fisher,Eastern Michigan,37.65,28.90535714285714,2022,0.0,0.0,0.0,-28.905
54,Isabella Garrett,Pennsylvania,37.75,27.92826086956521,2022,0.0,0.0,0.0,-27.928
55,Karlie Chavez,Oregon State,38.0,29.823000000000008,2022,0.0,0.0,0.0,-29.823
56,Emma Simpton,Nebraska,38.3,29.134210526315783,2022,0.0,0.0,0.0,-29.134
57,Alyssa Beaulieu,New Hampshire,37.8,29.046969696969697,2022,0.0,0.0,0.0,-29.047
58,Payton Gatzlaff,Lindenwood,37.425,28.28055555555555,2022,0.0,0.0,0.0,-28.281
59,Gracy Mowers,New Hampshire,37.575,26.354166666666668,2022,0.0,0.0,0.0,-26.354
60,Libby Garfoot,Pennsylvania,37.85,28.357812500000005,2019,0.0,0.0,0.0,-28.358
61,Summer Simpkins,New Hampshire,37.4,28.199999999999996,2022,0.0,0.0,0.0,-28.2
62,Sydney Beers,Cornell,37.75,28.143750000000008,2022,39.125,38.492,38.69,10.348
63,Ava Scafani,UC Davis,37.375,29.15833333333333,2022,0.0,0.0,0.0,-29.158
64,Anna Pagliaro,Rutgers,37.95,28.35178571428571,2022,0.0,0.0,0.0,-28.352
65,Cami Weaver,Arkansas,37.55,28.602,2022,0.0,0.0,0.0,-28.602
66,Kathryn Weilbacher,Bowling Green,38.9,28.018181818181816,2022,39.0,38.5,0.0,10.482
67,Keanna Abraham,UC Davis,37.25,24.66190476190476,2022,0.0,0.0,0.0,-24.662
68,Kiana Session,Bridgeport,37.225,27.39916666666667,2022,38.7,38.005,38.435,10.606
69,Emily Pires,UC Davis,37.675,29.747826086956525,2022,0.0,0.0,0.0,-29.748
70,Hannah Stallings,Temple,38.7,28.246153846153845,2022,39.275,38.8,38.875,10.554
71,Morgan Romeis,Southern Conn.,37.675,27.278125000000003,2022,0.0,0.0,0.0,-27.278
72,Carley Beeman,Oregon State,37.225,25.541379310344826,2022,0.0,0.0,0.0,-25.541
73,Cheyenne Pratola,Kent State,37.2,27.727777777777778,2022,0.0,0.0,0.0,-27.728
74,Hannah Clark,Cornell,37.35,25.087499999999995,2013,0.0,0.0,0.0,-25.087
75,Mallory Marcheli,Arizona State,38.85,30.282,2022,0.0,0.0,0.0,-30.282
76,Trinity Caffey,Lindenwood,37.15,27.39242424242424,2022,0.0,0.0,0.0,-27.392
77,Sophia Groth,Auburn,38.8,30.657954545454547,2022,39.7,39.419,39.418,8.761
78,Melissa Earl,BYU,37.5,30.430769230769233,2022,0.0,0.0,0.0,-30.431
79,Sierra Kondo,Maryland,37.05,30.15714285714286,2022,0.0,0.0,0.0,-30.157
80,Rebekah Lashley,Pennsylvania,37.375,28.356578947368423,2022,0.0,0.0,0.0,-28.357
81,Emily Castiglia,Bowling Green,37.825,29.78333333333334,2022,0.0,0.0,0.0,-29.783
82,Jillian Procasky,Kentucky,38.45,28.44861111111111,2022,39.2,38.792,0.0,10.343
83,Blake Pascal,Boise State,37.225,30.828571428571433,2022,0.0,0.0,0.0,-30.829
84,Maya Jones,Rutgers,37.45,27.905357142857145,2022,0.0,0.0,0.0,-27.905
85,Gabrielle Winstead,UW-Stout,36.625,26.425806451612907,2022,0.0,0.0,0.0,-26.426
86,Keeley Smith,New Hampshire,37.1,29.63125,2009,0.0,0.0,0.0,-29.631
87,Rachel Chesley,UW-La Crosse,36.8,23.917142857142863,2022,0.0,0.0,0.0,-23.917
88,Caroline Blatchford,William & Mary,37.175,25.207142857142856,2022,38.75,38.188,0.0,12.981
89,Lauren Keener,Towson,37.175,19.020833333333332,2022,0.0,0.0,0.0,-19.021
90,Katherine Weyhmiller,San Jose State,36.725,27.582692307692305,2022,0.0,0.0,0.0,-27.583
91,Olivia Imbarlina,Bridgeport,36.55,27.032608695652172,2022,0.0,0.0,0.0,-27.033
92,Grace Gilman,Sacramento State,36.85,20.99583333333333,2022,36.0,36.0,0.0,15.004
93,Sydney Kraez,Pennsylvania,37.85,29.780208333333334,2019,39.175,38.767,0.0,8.987
94,Kate Michelini,Cornell,36.4,34.18,2022,0.0,0.0,0.0,-34.18
95,Olivia Bowsman,Illinois,37.475,26.343749999999993,2022,0.0,0.0,0.0,-26.344
96,Trinity Johnson,San Jose State,38.075,25.585,2022,0.0,0.0,0.0,-25.585
97,Isabela Krulich,UW-Stout,36.275,28.65416666666667,2022,37.25,36.925,0.0,8.271
98,Tessa Volpe,Air Force,37.525,25.243518518518513,2022,0.0,0.0,0.0,-25.244
99,Emma David,Yale,36.025,25.024999999999995,2022,0.0,0.0,0.0,-25.025
100,Amari Evans,Utah State,38.075,27.29214285714286,2022,0.0,0.0,0.0,-27.292
101,Lindsey Smith,Illinois,35.625,35.625,2009,0.0,0.0,0.0,-35.625
102,Richella Velarmino,UW-Whitewater,35.25,20.14166666666667,2022,0.0,0.0,0.0,-20.142
103,Mia Davis,Towson,37.475,28.433928571428577,2022,0.0,0.0,0.0,-28.434
104,Addie Liebhardt,Brown,36.975,26.84166666666667,2022,0.0,0.0,0.0,-26.842
105,Kara Welsh,UW-Whitewater,37.2,28.160294117647066,2022,0.0,0.0,0.0,-28.16
106,Athlyn Drage,Maryland,37.5,22.66136363636364,2022,0.0,0.0,0.0,-22.661
107,Ayla McKean,Air Force,36.8,28.867187500000004,2022,39.15,38.821,39.08,9.954
108,Hailey Merchant,North Carolina State,38.5,28.94435897435897,2022,0.0,0.0,0.0,-28.944
109,Natalie Marshall,West Chester,36.8,21.675,2022,0.0,0.0,0.0,-21.675
110,Maya Belog,Springfield College,36.8,27.8375,2022,0.0,0.0,0.0,-27.837
111,Maya Pecoraro,Brockport,36.475,23.495833333333334,2022,0.0,0.0,0.0,-23.496
112,Kaylie Goodwin,Ithaca College,35.225,23.25,2022,36.65,35.587,0.0,12.337
113,Marlena Bailey,Ithaca College,35.8,24.43571428571429,2022,0.0,0.0,0.0,-24.436
114,Dallas Rachal,Ithaca College,35.05,25.474999999999998,2022,0.0,0.0,0.0,-25.475
115,Skye Cohen,Ithaca College,35.075,25.203125000000004,2022,37.9,37.259,37.565,12.056
116,Rianna Adams,Cortland State,36.25,26.508333333333336,2022,0.0,0.0,0.0,-26.508
117,Lily Ramsdell,Hamline,35.125,34.766666666666666,2022,0.0,0.0,0.0,-34.767
118,Nyah Reader,S.E. Missouri,37.575,26.25735294117647,2022,0.0,0.0,0.0,-26.257
119,Caitlin Pellegrino,Ithaca College,34.55,34.4375,2022,0.0,0.0,0.0,-34.438
120,Oren Aviad,Yale,19.025,19.025,2022,0.0,0.0,0.0,-19.025
121,Brynn Freehling,West Virginia,37.275,25.049999999999997,2022,0.0,0.0,0.0,-25.05
122,Nicole Lonski,Ithaca College,36.8,23.53125,2022,0.0,0.0,0.0,-23.531
123,Olivia Keyes,Rhode Island College,36.35,26.961458333333336,2022,38.425,38.065,38.19,11.104
124,Hannah Appleget,Lindenwood,37.225,26.470000000000002,2022,0.0,0.0,0.0,-26.47
125,Summer Ruskey,Temple,38.075,28.465000000000003,2022,0.0,0.0,0.0,-28.465
126,Sarah Zois,George Washington,37.55,25.9421052631579,2022,0.0,0.0,0.0,-25.942
127,Grace Wehry,Kent State,37.45,28.199264705882353,2022,0.0,0.0,0.0,-28.199
128,Brayden Battavio,Rutgers,36.775,26.34210526315789,2022,0.0,0.0,0.0,-26.342
129,Brooke Alban,West Virginia,37.475,29.193478260869565,2022,0.0,0.0,0.0,-29.193
130,Brooke McNamara,Bowling Green,36.875,29.281,2022,0.0,0.0,0.0,-29.281
131,Ciana Rios,Southern Conn.,36.3,28.189583333333335,2022,0.0,0.0,0.0,-28.19
132,Jillian Freyman,Ithaca College,36.425,27.314864864864855,2022,0.0,0.0,0.0,-27.315
133,Brooke Burkhart,Southern Conn.,34.625,27.554545454545455,2022,0.0,0.0,0.0,-27.555
134,Caitlyn Allen,West Chester,36.75,26.848076923076924,2022,0.0,0.0,0.0,-26.848
135,Madison Zimmerman,Ursinus College,36.2,28.67840909090909,2022,0.0,0.0,0.0,-28.678
136,Daria Gregory,Ursinus College,35.4,25.495192307692307,2022,0.0,0.0,0.0,-25.495
137,Gabrielle Nadler,Cortland State,34.15,23.67142857142857,2022,0.0,0.0,0.0,-23.671
138,Heidi Hartje,West Virginia,35.275,24.916176470588237,2022,0.0,0.0,0.0,-24.916
139,Alyssa Wilson,Central Michigan,34.175,32.775,2011,0.0,0.0,0.0,-32.775
140,Kailey Ferri,Rhode Island College,33.9,25.03088235294118,2022,36.325,35.568,35.635,10.537
141,Olivia Stinnette,Brockport,33.75,26.86875,2022,0.0,0.0,0.0,-26.869
142,Catherine Bare,William & Mary,35.4,17.919642857142858,2022,0.0,0.0,0.0,-17.92
143,Anna Hill,Temple,38.35,25.56742424242424,2022,0.0,0.0,0.0,-25.567
144,Kaitlin Garcia,Oregon State,36.4,28.83181818181818,2022,0.0,0.0,0.0,-28.832
145,Angel Lee,Southern Conn.,36.7,28.1375,2022,0.0,0.0,0.0,-28.137
146,Gabrielle Jorden,Bridgeport,36.425,23.4875,2022,0.0,0.0,0.0,-23.488
147,Taylor Gull,Southern Utah,34.85,24.275,2022,0.0,0.0,0.0,-24.275
148,Megan Workman,Southern Conn.,34.3,24.758333333333333,2022,0.0,0.0,0.0,-24.758
149,Elia Aird,Rutgers,38.875,29.383000000000003,2022,0.0,0.0,0.0,-29.383
150,Maddie Jones,Arkansas,37.975,37.6125,2022,0.0,0.0,0.0,-37.612
151,Alana Laster,Illinois State,38.0,28.518055555555552,2022,39.2,38.781,38.865,10.263
152,Janelle Lopez,S.E. Missouri,37.65,29.183999999999997,2022,0.0,0.0,0.0,-29.184
153,Makenzie Wilson,Kentucky,38.35,27.586428571428566,2022,0.0,0.0,0.0,-27.586
154,Sarah Wilson,Yale,37.225,28.44583333333333,2022,38.875,38.208,38.57,9.762
155,Chloe Armentor,Centenary College,36.925,28.353947368421046,2022,0.0,0.0,0.0,-28.354
156,Emma Lavelle,Centenary College,36.55,28.70714285714286,2022,37.85,37.158,37.02,8.451
157,Emma Brkljacic,Northern Illinois,36.475,25.356250000000003,2022,0.0,0.0,0.0,-25.356
158,Ashley Morgan,Stanford,36.475,26.53541666666667,2010,39.55,39.074,39.4,12.539
159,Emma Davies,Pennsylvania,37.425,27.895588235294117,2022,0.0,0.0,0.0,-27.896
160,Peyton Childs,North Carolina State,37.775,25.04782608695652,2022,0.0,0.0,0.0,-25.048
161,Olivia Williams,Bowling Green,35.925,24.744444444444444,2021,0.0,0.0,0.0,-24.744
162,Libby Allen,Southern Conn.,36.8,24.187500000000004,2022,0.0,0.0,0.0,-24.188
163,Molly Froman,Southern Conn.,36.475,29.251923076923077,2022,0.0,0.0,0.0,-29.252
164,Emma Brittingham,UW-Stout,35.25,22.987500000000004,2022,0.0,0.0,0.0,-22.988
165,Erica Cooper,Ball State,37.6,28.079605263157898,2022,0.0,0.0,0.0,-28.08
166,Nicole Jackson,Brockport,36.525,21.7234375,2019,0.0,0.0,0.0,-21.723
167,Grace Anne Davis,Missouri,36.925,23.025000000000002,2022,0.0,0.0,0.0,-23.025
168,Mya Pringle,Rutgers,37.4,24.46153846153846,2022,0.0,0.0,0.0,-24.462
169,Isabelle Schaefer,North Carolina,38.325,28.669852941176472,2022,0.0,0.0,0.0,-28.67
170,Brynne Tsipis,Kent State,37.525,28.187037037037037,2022,0.0,0.0,0.0,-28.187
171,Marissa Jencks,Minnesota,38.35,28.787019230769232,2022,0.0,0.0,0.0,-28.787
172,Alexa Ebeling,Iowa,37.4,25.408333333333335,2022,0.0,0.0,0.0,-25.408
173,Halle Rourke,Nebraska,37.35,28.485,2022,0.0,0.0,0.0,-28.485
174,Carley Scott,Lindenwood,36.9,26.375641025641023,2022,0.0,0.0,0.0,-26.376
175,Camdyn McSweeney,Winona State,35.3,26.214473684210525,2022,0.0,0.0,0.0,-26.214
176,Anne Marie Kuebler,William & Mary,35.175,34.53125,2022,0.0,0.0,0.0,-34.531
177,Ellery Werner,Northern Illinois,18.6,13.912500000000001,2022,0.0,0.0,0.0,-13.913
178,Ella Binfet,Gustavus Adolphus,9.425,6.93125,2022,0.0,0.0,0.0,-6.931
179,Molly Arnold,Utah State,37.65,26.913888888888884,2022,0.0,0.0,0.0,-26.914
180,Eliza Millar,BYU,37.075,17.965789473684207,2022,0.0,0.0,0.0,-17.966
181,Nikki Beckwith,Penn State,37.95,27.31171875,2022,0.0,0.0,0.0,-27.312
182,Lia Kmieciak,Central Michigan,37.775,22.572115384615387,2022,0.0,0.0,0.0,-22.572
183,Gianna Antonio,Eastern Michigan,36.7,28.01875,2022,0.0,0.0,0.0,-28.019
184,Sarah Kuper,William & Mary,36.975,26.298437500000006,2022,38.475,37.794,37.97,11.496
185,Alana Anderson,Northern Illinois,37.375,25.168750000000003,2022,0.0,0.0,0.0,-25.169
186,Molly Freeman,Western Michigan,37.0,22.492857142857144,2022,0.0,0.0,0.0,-22.493
187,Mia Lucero,UW-Oshkosh,37.3,21.787499999999998,2022,0.0,0.0,0.0,-21.787
188,Lucy Lehman,North Carolina State,37.2,25.535294117647062,2022,0.0,0.0,0.0,-25.535
189,Lexi Bornhorn,Bowling Green,36.825,25.429545454545455,2022,0.0,0.0,0.0,-25.43
190,Avah Anthes,Central Michigan,36.3,29.620833333333334,2022,0.0,0.0,0.0,-29.621
191,Kristina Rodriguez,West Chester,36.025,24.298437500000002,2022,0.0,0.0,0.0,-24.298
192,Baylie Lawrence,Bowling Green,37.075,26.24038461538462,2022,0.0,0.0,0.0,-26.24
193,Lili Guy,Gustavus Adolphus,35.75,25.484375,2022,0.0,0.0,0.0,-25.484
194,Sophie Chandler,William & Mary,35.675,28.33269230769231,2022,0.0,0.0,0.0,-28.333
195,Laken Sooy,Brockport,36.175,28.7375,2022,0.0,0.0,0.0,-28.738
196,Katelyn Nels,William & Mary,35.05,22.107499999999998,2022,0.0,0.0,0.0,-22.107
197,Delaney Cienkus,UW-Oshkosh,35.925,25.157352941176477,2022,0.0,0.0,0.0,-25.157
198,Steph Macasu,Towson,19.175,18.933333333333334,2022,0.0,0.0,0.0,-18.933
199,Sarah Wozniak,William & Mary,35.825,17.25625,2022,0.0,0.0,0.0,-17.256
200,Alyssa Guns,Kent State,37.9,26.005555555555556,2022,0.0,0.0,0.0,-26.006
201,Ellie Cacciola,Southern Utah,37.625,30.04464285714286,2022,0.0,0.0,0.0,-30.045
202,Clara Hong,Towson,38.75,28.74761904761905,2022,38.95,38.95,0.0,10.202
203,Jessica Taylor,UW-La Crosse,36.875,27.30714285714286,2022,0.0,0.0,0.0,-27.307
204,Katie Kuenemann,Nebraska,36.975,28.58,2022,0.0,0.0,0.0,-28.58
205,Kira Sanchez,LIU,36.625,27.356250000000006,2022,0.0,0.0,0.0,-27.356
206,Leilani Zander,Air Force,37.55,25.498809523809523,2022,0.0,0.0,0.0,-25.499
207,Emily Six,Texas Woman's,35.925,27.75384615384616,2022,0.0,0.0,0.0,-27.754
208,Catherine Aucoin,Bridgeport,35.4,28.37857142857143,2022,37.3,36.138,35.905,7.759
209,Carissa Martinez,Centenary College,35.225,22.995833333333334,2022,0.0,0.0,0.0,-22.996
210,Alisha Anderson,Hamline,35.125,32.31875,2009,36.55,36.1,0.0,3.781
211,Megan Matteucci,Ursinus College,34.6,24.087499999999995,2022,0.0,0.0,0.0,-24.087
212,Lauren Hsu,Michigan State,36.425,26.334090909090907,2022,0.0,0.0,0.0,-26.334
213,Micheala Gentry,San Jose State,36.725,21.841249999999995,2022,0.0,0.0,0.0,-21.841
214,Elizabeth Blessley,Ithaca College,35.775,25.244444444444447,2022,0.0,0.0,0.0,-25.244
215,Lauren Pearl,Minnesota,37.975,28.741071428571427,2022,0.0,0.0,0.0,-28.741
216,Delaney LaViolette,Springfield College,34.125,25.21764705882353,2022,0.0,0.0,0.0,-25.218
217,Katrina Mendez Abolnik,Bowling Green,37.15,25.306250000000002,2022,39.175,38.469,38.87,13.163
218,Elise Tisler,Towson,38.05,23.230882352941173,2022,0.0,0.0,0.0,-23.231
219,Grace Anne Davis,Missouri,37.7,27.775,2022,0.0,0.0,0.0,-27.775
220,Bryce Stoltz,Winona State,35.375,21.918333333333333,2022,37.85,37.05,37.065,15.132
221,Madison Dorunda,Temple,37.575,26.987500000000008,2022,0.0,0.0,0.0,-26.988
222,Oren Aviad,Yale,19.025,19.025,2022,0.0,0.0,0.0,-19.025
223,Jordyn Paradise,Alabama,39.125,28.941964285714285,2022,0.0,0.0,0.0,-28.942
224,Kielyn McCright,Utah State,37.85,25.70625,2022,0.0,0.0,0.0,-25.706
225,Erin Davis,Nebraska,34.275,33.46666666666666,2009,0.0,0.0,0.0,-33.467
226,Alayna Fern,UW-Whitewater,36.35,20.620312499999997,2022,0.0,0.0,0.0,-20.62
227,Samantha Zeilinger,UW-Oshkosh,35.15,24.342857142857145,2022,0.0,0.0,0.0,-24.343
228,Emerson Adams,Texas Woman's,37.3,28.081896551724142,2022,0.0,0.0,0.0,-28.082
229,Bailey Thomas,UW-Eau Claire,33.85,32.974999999999994,2022,0.0,0.0,0.0,-32.975
230,Elaina McGovern,Boise State,38.1,28.14117647058823,2022,0.0,0.0,0.0,-28.141
231,Simone Dumas-Guzman,Sacramento State,35.125,21.4625,2022,0.0,0.0,0.0,-21.462
232,Emma Lewis,Eastern Michigan,37.15,19.835,2022,0.0,0.0,0.0,-19.835
233,Halle Faulkner,Western Michigan,38.325,27.864772727272737,2022,39.25,39.0,0.0,11.135
234,Heidi Schooley,BYU,36.475,28.125,2022,0.0,0.0,0.0,-28.125
235,Shreya Munshi,Southern Conn.,35.075,26.65277777777778,2022,0.0,0.0,0.0,-26.653
236,Sarah Shaffer,Arkansas,38.125,24.668421052631576,2018,39.525,38.933,39.41,14.265
237,Grace Montague,Ithaca College,34.225,23.683333333333334,2022,0.0,0.0,0.0,-23.683
238,Rebekah Smith,Hamline,37.975,25.745,2011,0.0,0.0,0.0,-25.745
239,Rylee Gallmeyer,Western Michigan,36.675,20.963749999999997,2022,0.0,0.0,0.0,-20.964
240,Sidney Wilson,Southern Conn.,26.15,22.491666666666667,2022,0.0,0.0,0.0,-22.492
241,Andrea O'Connell,UW-Eau Claire,30.95,25.23333333333333,2022,0.0,0.0,0.0,-25.233
242,Gabriella Meccia,Air Force,36.375,25.991666666666667,2022,0.0,0.0,0.0,-25.992
243,Deiah Moody,Washington,38.625,25.180357142857147,2022,0.0,0.0,0.0,-25.18
244,Madelyn Williams,California,38.575,28.522580645161288,2022,0.0,0.0,0.0,-28.523
245,Alyssa Wiggins,Bridgeport,37.425,28.874999999999996,2022,37.275,37.237,0.0,8.362
246,Rachel Katz,George Washington,37.575,27.56354166666667,2022,0.0,0.0,0.0,-27.564
247,Isabella Sissi,Northern Illinois,37.825,23.91764705882353,2022,38.125,38.125,0.0,14.207
248,Ellery Werner,Northern Illinois,18.6,13.912500000000001,2022,0.0,0.0,0.0,-13.913
249,Athlyn Drage,Maryland,37.5,22.66136363636364,2022,0.0,0.0,0.0,-22.661
250,Ella Binfet,Gustavus Adolphus,9.425,6.93125,2022,0.0,0.0,0.0,-6.931
251,Katie Sawyer,Michigan State,36.8,36.15833333333333,2022,0.0,0.0,0.0,-36.158
252,Gillian Cummins,UW-Stout,34.15,24.518749999999997,2022,0.0,0.0,0.0,-24.519
253,Marlee York,George Washington,38.275,29.02171052631579,2022,0.0,0.0,0.0,-29.022
254,Anne Marie Kuebler,William & Mary,36.575,28.935714285714287,2022,0.0,0.0,0.0,-28.936
255,Taija Wells,Sacramento State,36.95,23.629411764705882,2022,0.0,0.0,0.0,-23.629
256,Sage Thompson,Utah,38.9,29.469594594594597,2022,0.0,0.0,0.0,-29.47
257,Gabrielle Stephen,Michigan State,38.6,28.17884615384615,2022,39.475,39.109,39.23,10.93
258,Ayzhia Hall,Nebraska,37.725,29.561458333333338,2022,0.0,0.0,0.0,-29.561
259,Lainey Hunt,Texas Woman's,37.65,28.36190476190476,2022,0.0,0.0,0.0,-28.362
260,Taylor Schulze,Brown,36.975,27.241666666666667,2022,0.0,0.0,0.0,-27.242
261,Jordan Coleman,West Chester,36.725,29.611538461538462,2022,0.0,0.0,0.0,-29.612
262,Jacey Vore,Michigan,39.275,29.462962962962965,2022,0.0,0.0,0.0,-29.463
263,Jewel Clark,Temple,36.25,24.817857142857143,2022,0.0,0.0,0.0,-24.818
264,Sophia Konieczny,San Jose State,37.85,26.795000000000005,2022,0.0,0.0,0.0,-26.795
265,Macy Jennings,North Carolina State,36.875,26.834615384615386,2022,0.0,0.0,0.0,-26.835
266,Emma Malabuyo,UCLA,37.7,21.55,2022,39.5,39.306,39.385,17.756
267,Sara Beck,UW-La Crosse,35.7,29.17142857142857,2022,0.0,0.0,0.0,-29.171
268,Emma Grace Sargent,Brockport,32.95,32.475,2022,0.0,0.0,0.0,-32.475
269,Karsyn Foster,LIU,37.125,18.035937499999996,2022,0.0,0.0,0.0,-18.036
270,Emelia Diaz,Southern Conn.,33.025,19.729166666666664,2022,0.0,0.0,0.0,-19.729
271,Sarah Cohen,Georgia,37.95,28.90694444444444,2022,0.0,0.0,0.0,-28.907
272,Kaylee Cooper,Lindenwood,36.75,24.552999999999997,2022,0.0,0.0,0.0,-24.553
273,Isabella Hughes,Rutgers,37.525,26.789062500000004,2022,0.0,0.0,0.0,-26.789
274,Ella Wilson,UW-Oshkosh,36.0,29.21923076923077,2022,0.0,0.0,0.0,-29.219
275,Brianna Weikel,Hamline,24.625,14.459999999999999,2022,0.0,0.0,0.0,-14.46
276,Mikelle Ballard,Utah State,35.625,26.290540540540547,2021,0.0,0.0,0.0,-26.291
277,Delanie Harkness,Michigan State,38.4,26.471621621621612,2021,39.175,39.162,0.0,12.69
278,Breckin Quoss,Western Michigan,36.525,8.85,2022,0.0,0.0,0.0,-8.85
279,Alyssa Al-Ashari,Northern Illinois,38.675,22.369230769230768,2021,0.0,0.0,0.0,-22.369
280,Olivia Weir,Maryland,38.45,27.577083333333327,2021,0.0,0.0,0.0,-27.577
281,Nicole Wojcik,Lindenwood,37.625,28.862000000000002,2021,0.0,0.0,0.0,-28.862
282,Ellen Collins,West Virginia,36.375,26.357352941176476,2021,0.0,0.0,0.0,-26.357
283,Caroline Cascadden,West Chester,36.8,26.75833333333333,2022,0.0,0.0,0.0,-26.758
284,Jennifer Miller,Wilson College,34.475,21.509375,2012,31.475,30.25,30.99,8.741
285,Jessica Johnson,Hamline,36.725,22.922222222222214,2009,31.75,31.75,0.0,8.828
